ratings,review_titles,reviews
5.0,"""Quiet and Quick..""",Just bought this and have done at least 7 loads of laundry and everyone of them washed great..love the extra spin cycle button for the large loads..came out so dry..and the little door worked great ..I used it when I forgot to put the dogs blankie in and it worked great.....got it on sale and it was well worth the money...the machine is super quiet ..you will love it if you get one..
2.0,"""Samsung Add a Door Model Leaks""","Unfortunately this new model is not as reliable as the other Samsung models.  I purchased this model for the ""add a door"" feature and it leaked from the bottom of the washer the first wash.  It was exchanged for the same model and the second one started to leak after the third wash.  I have other Samsung's washers in other house's and they work great.  New model requires a tub to protect your house from water leaks."
5.0,"""Great Machine""",Have had this machine over a month now. I just ran the first self clean on it; starts blinking at 40 loads. Very happy with performance so far. It does a very effective job at cleaning the clothes very quietly.
4.0,"""Specs wrong. Does not have reversible door.""",Specs on this page are wrong.  This unit along with the white version states has reversible door...and this blue and the white model do NOT have a reversible door.
1.0,"""D.O.A.""","I would love to say something positive about this washer, however, the first one we received wouldn't even power up.  Great quality control from Samsung.  Thankfully, I purchased it from Lowes so they immediately took it back and replaced it with another washer.  If you do buy this machine, I would highly recommend purchasing the extended warranty."
3.0,"""does well but extended service a joke""","I am on my second unit. first unit worked almost 5 years before drum seal and bearings failed. Still under extended warrantee. The companies Lowes contracts for repair will cancel service calls or change times without contacting customer. Samsung will not allow bearing and seal change- must change complete drum, which is expensive and not authorized. After 6 weeks of paying $2 per load at laundromat and several repair companies, Lowes replaced unit with a new one. This lasted 3 weeks before sounding like a jet engine taking off when spinning. Now back to the same run around with repair companies."
1.0,"""Run Forest Run""","Most of these product reviews are short term so let me give you a long term test review.  Like the title says, RUN FAR RUN FAST.  My wife and I purchased the matching pair, washer and dryer, on our way home from closing on our house, August 31, 2012 and had them delivered and installed by Lowe's the following day.  In 2014, we noticed the washer start making noises in 6 months it destroyed itself by vibrating so bad you could feel it in the concrete floor of the house.  Yep, had the service tech come look at it and the parts to repair it cost more than a new washer.  The washer didn't last 3 years.  Thinking it was just a bad washer, I replaced it with another Samsung to keep a matching set, biggest mistake ever.  Here we are just over 4 years and the dryer quit drying 2 months ago and as soon as I can afford to replace it, I plan to with anything but Samsung.  Contacted Samsung about these and their response was tough, it's out of warranty, pay to fix it.  Run from anything with Samsung's name on it.  For what I paid these should have lasted at least 12 years or more.  Not less than 3."
1.0,"""Worst Customer Service Ever!!!!!""","I was so excited when I ordered this. However, the first time I used it, it made a terrible rattle noise and shook really bad when it would spin. I have called Samsung and they sent  a great, local guy who said that the whole drum would have to be replaced. It requires the whole thing to be taken apart. I thought this was ridiculous and asked for a new unit(the repair guy even suggested it). They refused and sent someone else who said the same thing. They now want to send a third repair man and I am about to lose my mind! It's now been a month that I am without my new washing machine and I am getting NO WHERE with Samsung. An executive even told me that that is their process and we can't always have it our way. Never again will I buy ANYTHING made by Samsung. Run AWAY!"
2.0,"""Samsung needs to do better""",I have had this machine for a week yes it gets the clothes clean but is as noisy as a train wreck at certain cykles. It shakes and vibrates terrible.  I have it upstairs near my kitchen and dining room.  This machine is unexepted in my home.  I have returned to Lowes and buying an LG front loader.  Hope I have better luck.
5.0,"""Great Machine.""",This machine is great.  It is so quiet and washes great.  I like the addwash feature as it lets you add something that you forget to put in with your load.  It holds a lot and you do less loads due to the size.
1.0,"""Junk""","Parts exploded inside after 6 years replacement parts if available would be way more than the original cost of the washer. Leaked out the front since the day I bought it, repair tech said it was just out of level, phooey. Not worth buying"
1.0,"""Stopped Working in 2 weeks""",I bought this washer after the recall on the Samsung Top Loader machine.  I found the barrel to be very small compared to my top loader and any button on a pair of pants would hit the glass on the front of the door which made for a loud clicking sound.  The washer itself stopped working after 2 weeks and maybe about 10 loads completed.  I will not be buying another Samsung washer again.
