ratings,review_titles,reviews
5.0,"""Great Washer!!!""",I have had my washer for 2 months and works great! I like how quiet the washer is and how quickly the machine cleans clothes and towels.
5.0,"""Love This Washing Machine!""","I was dreading having to go to the new HE washers (I had heard nothing but bad things about them from all of my friends/family that had bought one). However, I knew that I was very pleased with my other Samsung purchases (TV, Refrigerator and Dishwasher) so I was pretty positive I would be getting a Samsung Washing Machine. I did look at several brands, but Samsung has won me over and I was not disappointed. The machine is easy to use and my clothes come out so clean, I am once again so pleased that I went with the Samsung Brand!!!!!"
5.0,"""Solved 2 problems in 1 machine! AWESOME!""","I just bought this on 12/30/16, I did my research regarding the recall, but it was made clear that models presently sold in stores were not a part of it. The issue had been fixed on all models currently in stores and sold online through retail websites. I was hesitant at first to get an all electrical panel, as my husband thinks that it means more costly repairs if something goes wrong. However, since this was what I wanted for Christmas, he said the decision was up to me (AND told me to get a matching dryer, whatever I decided on!) :)What sold me on this one was the built in sink feature. (It also saved my hubby from having to install one in my laundry room.) After having to carry water for every load + rinse cycle, for the past 9 months, I wanted a sink for sure. BEST FEATURE EVER!! So far, I haven't used the sink to wash/pre-treat clothes, but use it for every load to do a quick rinse out of the fabric softener cup I use, before putting it back with the bottle. It works fabulous! Initially, when pressed, (you have to push the power button first) water goes into the drum for a second or two before switching to the sink. I can then use it, turn it off and back on again without issue and back off again. I cannot tell you how much I love this feature!Size- this washer and matching dryer are SO much larger than my previous ones! This was not a problem for me based on where they are in my laundry room, but I'd definitely recommend measuring your space and double checking the measurements of this unit. It is much taller than my previous ones, so I can no longer have the lid up and open the overhead cabinet door directly above it. This was not an issue with my old set. In fact, we had to pull this out an inch or two so the lid would stay up without me holding it, due to the weight of it with the sink attached, for loading. Again, not a deal-breaker by any means, but nothing we had thought of prior. Another feature I love is the gradual close of both the sink and lid. NO MORE SLAMMING! YAY! The tub itself is huge. AND I mean HUGE. So big in fact that I had no issue fitting my queen down comforter in it without looking cramped. I have NEVER been able to do that before! I used the bedding setting (which, be forewarned- takes about an hour and a half to complete the wash cycle on this setting). I left it alone, let it do it's business and went to switch it to the dryer after it completed and played a lovely tune. (Sounds can be turned off if desired, on both units.) I was amazed that it was spun very well and was thoroughly wet without looking damaged at all. (I'm even more impressed with how well the matching steam dryer dried it and made it look better than new! Also on the bedding setting.)Having said it is huge, I am 5'2"" and although I do have to lean over and go on my tippy toes at times to retrieve socks from the bottom of the tub, I can definitely reach everything without issue. I do however, now need a stool to reach the overhead cabinets because these come out much further than my other ones...that and I can't hop up to sit or kneel on top of these to reach now, either, lol. I think I'll like the fact that there's no controls on a back panel, as it keeps me from piling things on top of them. Plus, I really like that the lid is tinted glass so I can see inside without opening the lid. (Granted, having the sink feature does block your line of sight into the tub, though it is transparent.)I will not lie- these were delivered on a Saturday and it took 4 days for me to tackle the intimidation I felt with them, haha. I've never read a manual before for my appliances, but this one I didn't want to screw up! I discovered that there are certain cycles that are preset, so you cannot change some settings with them selected. However, you can change to another cycle setting and make your selections or trust the setting they've picked. I have had no issue with any of the preset cycles and have been washing all the bedding in my house that hasn't been washed in years since it wouldn't fit in my old washers. I've used the waterproof setting to wash 2 of my husband's insulated thermal jackets and they turned out fabulous! I got these on a fantastic sale from Lowe's and the delivery guys were extremely professional and knew what they were doing. This was important since my husband is very handy and knows what he's doing & how things work. I was not home for delivery so they dealt with him and he said it went great with no issues. They did say that this set should've cost me much more than it did and were impressed with what we paid. They did recommend buying the warranty though, but that's obvious given the recall they previously had and the price we paid.I hope this lasts for years and I remain as excited about their performance as time goes on. I cannot say enough good things about this washer! I love it!! So happy with my Christmas present! (Yes, I'd rather have this than jewelry!) :)"
5.0,"""Awesome Washer!""",Just got my new washer yesterday and it is absolutely fantastic! My last washer was a front loader and only had it for three years because the mold and mildew build up was horrendous. This active wash washer is so quiet I cannot even believe it. My laundry room is on the top floor and my last washer shook all of the glasses in our kitchen cabinet during the spin cycle. This washer I cannot even hear. I love the sink as I am potty training my toddler. I cannot say enough about how wonderful this washer is. My clothes now smell great and are clean!  This washer is a must have!!!
5.0,"""Great Deal""","Bought this washer off the damaged isle. Small dent in front. Washer is super Quiet and quick. If you are 5'6"" or less you might need a stool as the tub is deeeep. Very satisfied."
5.0,"""Samsung 4.5 cu ft top-load washer""",We have had many washers over the years. We have a front load Samsung washer in our other home and I must say we like this one better. It is large enough for us and cut down on our washing to a couple times a week instead of three to four times. My wife washed our king size bed spread with no problem.So far so good.
1.0,"""VRT Technology""","The washer cannot make it through a spin cycle. After ensuring the feet are level, the load is balanced (multiple tries), the washer enters the spin cycle and gets caught in a spin-error code Ub, rinse cycle. This washer is supposedly top of the line, but can't get through a spin cycle with even 3 items balanced perfectly in the wash. handful of items, 1/4 load, 3/4 load, doesn't matter. The only time we've had it successfully get through a spin cycle is when nothing is in it. we're returning it.the matching dryer is 5 stars however."
1.0,"""New today with error stop codes""","I just purchased this unit today, installed it, leveled it, and attempted to run the calibration mode. It reads error dC, which means the lid is not properly secured in place. The lid sits perfectly and lid is down and resting on the unit without any obstructions. The washer just fails to run because of this lid lock code. I'm hauling it back this evening for a refund. I'm not sure what I'll try next however I gave Samsung a shot because of these reviews. I'm done with Samsung."
1.0,"""Does not clean clothes…""",After purchasing this machine and installing it then running the calibration and running a test load we found that it does not even cover the clothes with water the clothes do not even become wet all over the clothes still come out after a full cycle partially dry  with soap still on portions of them that did not get wet! Contacted Samsung with no response. will be taking this machine back tomorrow! It takes no less than one hour to clean any clothing  and still does not get them clean. Ran all items on betting setting to try and boost the water level and still it does not cover all of the clothing even after running bedding in the machine it does not cover that with water and we've had to run it through two and three times......  Very disappointed with the amount of money paid and the quality of machine. It is not cycle the clothes through the water as it would if it had an agitator in the middle. The water level would not be as big a deal if it would cycle the closing from the top to the bottom and then back to the top again as the old ones dead ...
1.0,"""Constant errors""","Washer was delivered at 2:30 and when the delivery man installed it, he ran a quick rinse cycle to check for leaks. No leaks but immediate UR code (unbalanced rinse). I was a little concerned but thought maybe it's because the tub had no clothes in it. Ran my first full load and again, UR error came up. I was able to get the tub drained and clothes out. Ran a load of towels and constant UR codes and unbalanced codes. After filling up and emptying over and over and over, I finally turned the washer off to try to save water, wrung out the towels and put them in a 2 cycle dryer to get the sopping wet towels dry. Called Lowe's and they are picking up the machine tomorrow. Good riddance!"
